td_browser,td_color,td_ip,td_version,td_client_id,td_os_version,td_browser_version,td_viewport,td_charset,td_os,td_screen,td_language,td_global_id,td_platform,td_user_agent,td_fingerprint_id,td_title,td_description,td_url,td_host,td_path,td_referrer,time
Chrome,24-bit,38.140.133.130,1.7.2,2ab32ce2-5ccd-427a-b03d-248acd480250,10.11.6,60.0.3112,1680x976,utf-8,Mac OS X,2560x1440,en-us,71c9683e-ae15-4392-a075-d3160085cd28,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1536495642
Chrome,24-bit,38.99.25.193,1.3.0,66768db9-11a6-498c-ba99-c2062646b848,,60.0.3112,1855x917,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy your Nintendo Switch�, the home gaming system that you can play 
on-the-go. Find out what�s included and order online.",https://www.nintendo.com/switch/buy-now/,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy now � Nintendo Switch� Official Site - What�s included, options, bundles",https://www.google.com,1536496251
Chrome,24-bit,122.212.152.106,1.3.0,6d604396-35ab-4a2e-9216-12da3035f48e,10.11.6,60.0.3112,1875x1080,utf-8,Mac OS X,1920x1200,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals/,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,https://www.google.com,1536496665
Chrome,24-bit,38.99.25.193,1.3.0,ea72378b-ad55-4cb0-b745-7234ddb0b5fb,,60.0.3112,1904x893,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Pok�mon Direct 2.27.2019,"Nintendo Direct is the online home for official and exclusive Nintendo 
news�broadcast directly to you, the player.",https://www.nintendo.com/nintendo-direct/,Pok�mon Direct 2.27.2019,Pok�mon Direct 2.27.2019,https://www.facebook.com,1536496522
Chrome,24-bit,217.111.106.2,1.7.2,d3f57c56-4fc0-4b6e-bec3-a811dcb2d730,10.11.6,60.0.3112,1440x826,utf-8,Mac OS X,1440x900,en-us,04d57ab2-fe22-44eb-8032-b51f58e648f3,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo 3DS� family of systems � Official Site - Compare Systems,Find the right Nintendo system for you with this handy comparison chart.,https://www.nintendo.com/3ds/features/compare/,Nintendo 3DS� family of systems � Official Site - Compare Systems,Nintendo 3DS� family of systems � Official Site - Compare Systems,https://www.facebook.com,1531874542
Chrome,24-bit,39.110.217.195,1.3.0,78f5f472-1662-4992-8017-5b8821768e42,,60.0.3112,1920x990,utf-8,Windows 7,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,(direct),1531874035
Chrome,24-bit,69.181.34.179,1.3.0,fd1d0256-e89e-4001-9047-48b2d3362dab,10.12.2,59.0.3071,1660x889,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo 3DS Games - Nintendo Game Store,"Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo 3DS system!",https://www.nintendo.com/games/3ds/,Nintendo 3DS Games - Nintendo Game Store,Nintendo 3DS Games - Nintendo Game Store,(direct),1531874976
Safari,24-bit,122.219.104.64,1.7.2,99efe601-7db5-445d-9097-e5a5300b29ce,10.12.6,10.1.2,1635x1295,utf-8,Mac OS X,2560x1440,ja-jp,0a8a1ea2-ecee-4b84-b34e-9e3a151e5843,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Nintendo 3DS XL - Nintendo 3DS - Official Site,"Check out the details of the New Nintendo 3DS and learn why it's the 
perfect system for playing your favorite games any place, any time.",https://www.nintendo.com/3ds/new-nintendo-3ds/,New Nintendo 3DS XL - Nintendo 3DS - Official Site,New Nintendo 3DS XL - Nintendo 3DS - Official Site,https://www.facebook.com,1531872111
Chrome,24-bit,183.98.58.22,1.3.0,7a440a83-27a3-4211-9d9d-0a3ddbeda2a7,,56.0.2924,1920x945,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details","Learn more details about The Legend of Zelda: Majora's Mask 3D for Nintendo 
3DS and take a look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/the-legend-of-zelda-majoras-mask-3d-3ds,"The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details","The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details",https://googlead.doubleclick.net,1531873039
Chrome,24-bit,180.47.112.227,1.3.0,93e3d3e1-be28-404c-973c-027056ded770,,60.0.3112,1600x770,utf-8,Windows 7,1600x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Nintendo 3DS XL - Frequently Asked Questions - FAQ,"Get answers to the most frequently asked questions about the New Nintendo 
3DS handheld system in the official FAQ from Nintendo.",https://www.nintendo.com/3ds/faq,New Nintendo 3DS XL - Frequently Asked Questions - FAQ,New Nintendo 3DS XL - Frequently Asked Questions - FAQ,https://www.twitter.com,1532555592
Chrome,24-bit,62.57.181.55,1.7.2,ef80ff30-61aa-4de6-8b4a-6d792f3cef3a,,60.0.3112,1366x662,utf-8,Windows,1366x768,fr,6e0cafa0-f236-4423-b089-e4903ff3d24e,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Built-in Software � Nintendo 3DS� family of systems � System software,"Start having fun with your Nintendo 3DS� family system right away, thanks 
to a full suite of built-in features and apps.",https://www.nintendo.com/3ds/built-in-software/,Built-in Software � Nintendo 3DS� family of systems � System software,Built-in Software � Nintendo 3DS� family of systems � System software,https://www.google.com,1532553149
Chrome,24-bit,180.43.49.160,1.7.2,6427a7d2-a322-430e-f040-5645c5d4c1bc,10.12.5,60.0.3112,1920x1103,utf-8,Mac OS X,1920x1200,en-us,487984b5-6daf-4e1a-8818-085f13a5a6fb,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Three NES games jump, punch and blast their way to Nintendo Switch Online 
in April - Nintendo Official Site","Three NES games are coming to the Nintendo Switch Online service this 
month, including a star of the Mushroom Kingdom, a star of the boxing ring 
and a star of, well, the stars themselves! Super Mario Bros.: The Lost 
Levels, Punch-Out!! Featuring Mr. Dream and Star Solider will all be 
available to play on the Nintendo Switch system starting on April 10.",https://www.nintendo.com/whatsnew/detail/ICGcOalwKlFoQvormp1Q9oUAmYV4zP26,"Three NES games jump, punch and blast their way to Nintendo Switch Online 
in April - Nintendo Official Site","Three NES games jump, punch and blast their way to Nintendo Switch Online 
in April - Nintendo Official Site",https://www.facebook.com,1532553119
Chrome,24-bit,211.129.101.98,1.3.0,bc234fa0-788b-432a-b316-1f41d8d95c35,,60.0.3112,1496x743,utf-8,Windows,1536x864,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1532553939
Safari,24-bit,76.30.153.81,1.7.2,2cab2b09-22bd-4d61-b8ad-a173dc9c8496,10.7.5,6.1.6,557x141,utf-8,Mac OS X,1280x800,en-us,ed775f9d-eae2-4fff-b485-cc55554e8906,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Accessories - Nintendo Switch - Peripherals List,"Check out featured accessories for Nintendo Switch, including cases, 
headphones, and more. Customize your system with these fun accessories!",https://www.nintendo.com/switch/buy-now/accessories/,Accessories - Nintendo Switch - Peripherals List,Accessories - Nintendo Switch - Peripherals List,https://www.facebook.com,1532555970
Chrome,24-bit,38.99.25.193,1.3.0,ea72378b-ad55-4cb0-b745-7234ddb0b5fb,,60.0.3112,1910x947,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,"Learn more details about Etrian Odyssey Nexus for Nintendo 3DS and take a 
look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/etrian-odyssey-nexus-3ds,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,(direct),1532552655
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.google.com,1532552959
Chrome,24-bit,202.228.139.164,1.3.0,1d5ef3e7-b024-4c89-9799-0726af35f9c1,,60.0.3112,1889x840,utf-8,Windows,1280x720,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/checkout/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1536337262
Chrome,24-bit,96.65.226.161,1.7.2,d84cf821-345d-4bea-addb-c7d6fc7b5c8c,,60.0.3112,1920x950,utf-8,Windows,1920x1080,en-us,7787d336-835b-419c-80db-594b8c3720a8,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.nintendo.com/interest-based-ads-policy,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.facebook.com,1536338027
Chrome,24-bit,118.238.253.155,1.3.0,a0b252e9-933f-4f5a-a2ca-f159146dd9ad,10.12.6,60.0.3112,1544x960,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/consumer/manuals/warrantytext_eng.jsp,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1536336992
Chrome,24-bit,126.166.186.73,1.3.0,9c5ba5fd-b1a5-4191-a5fb-7fd30e0c72cc,10.11.6,60.0.3112,1635x930,utf-8,Mac OS X,1680x1050,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games/,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",https://www.twitter.com,1536336497
Chrome,24-bit,126.166.186.73,1.3.0,9c5ba5fd-b1a5-4191-a5fb-7fd30e0c72cc,10.11.6,60.0.3112,1635x930,utf-8,Mac OS X,1680x1050,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games/,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",https://www.google.com,1536336324
Chrome,24-bit,153.142.210.4,1.3.0,97097bc5-43df-485a-af7a-b0ff342791a4,10.11.4,60.0.3112,1543x819,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Buy now � Nintendo 3DS� family of systems � Console bundles,"Learn more about where to purchase the Nintendo 3DS family of systems, 
including special editions and bundles.",https://www.nintendo.com/3ds/buynow,Buy now � Nintendo 3DS� family of systems � Console bundles,Buy now � Nintendo 3DS� family of systems � Console bundles,https://www.facebook.com,1536336329
Chrome,24-bit,31.168.230.226,1.7.2,8009da92-53a8-4558-afbc-f85dd2aeb016,,60.0.3112,1920x950,utf-8,Windows,1920x1080,en-us,d92ff78e-a0e7-4444-855d-c5e2ed273a2c,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems","Take a look at the Nintendo 3DS family of systems, including the Nintendo 
2DS, and the great selection of games available. The Nintendo 3DS family of 
systems is designed for gaming on-the-go!",https://www.nintendo.com/3ds/,"Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems","Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems",https://www.google.com,1536338915
Chrome,24-bit,117.96.206.75,1.7.2,c17e33b4-54d3-4090-99f7-b3ca1b3d4c04,,60.0.3112,1366x613,utf-8,Windows 7,1366x768,en-us,0cf28c20-50f9-4976-9040-6b185ecac197,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,https://www.google.com,1536338315
Chrome,24-bit,73.223.118.175,1.7.2,c1867814-7c7a-4811-a462-d325d7812f92,10.9.5,60.0.3112,1242x570,utf-8,Mac OS X,1280x800,en-us,cd327af8-0958-4eec-890e-b51b09f4a17f,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1531970850
Chrome,24-bit,94.64.244.228,1.7.2,bb9d9f8f-f4a3-4fba-a45f-ec28ca44597a,,60.0.3112,1858x1014,utf-8,Windows,1920x1080,en-us,92ea2b64-02d8-4c26-8070-996a912ff1c3,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://www.google.com,1531972295
Chrome,24-bit,195.212.29.85,1.7.2,a7bfb00c-48b4-4b5b-88b9-9bf89e5ba398,10.12.6,60.0.3112,1491x862,utf-8,Mac OS X,1680x1050,en-us,11da48d3-9f7f-4b75-991f-3d32f611c4fe,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Kirby's Extra Epic Yarn for Nintendo 3DS - Nintendo Game Details,"Learn more details about Kirby's Extra Epic Yarn for Nintendo 3DS and take 
a look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/kirbys-extra-epic-yarn-3ds,Kirby's Extra Epic Yarn for Nintendo 3DS - Nintendo Game Details,Kirby's Extra Epic Yarn for Nintendo 3DS - Nintendo Game Details,(direct),1531969907
Chrome,24-bit,118.238.253.155,1.3.0,312af020-2e85-46b3-9ad8-e505bd277af2,10.11.6,60.0.3112,1576x781,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.google.com,1531971430
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531971178
Chrome,24-bit,114.19.189.138,1.7.2,34124603-b49e-4391-be19-dfbd4372b22b,10.12.6,60.0.3112,1278x675,utf-8,Mac OS X,1280x800,ja,fc4c9bf9-1139-45cb-bb57-1cca10a487b3,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",(direct),1531542785
Chrome,24-bit,118.238.253.155,1.3.0,a0b252e9-933f-4f5a-a2ca-f159146dd9ad,10.12.6,60.0.3112,1354x600,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/consumer/manuals/warrantytext_eng.jsp,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1531542049
Chrome,24-bit,153.142.210.4,1.3.0,61b45e22-6a12-466f-92b5-4842b388bae2,10.12.0,59.0.3071,1267x780,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Selects 2019 - Official Site,"Get some of the very best Wii U and Nintendo 3DS games for a suggested 
retail price of only $19.99 MSRP each with the new Nintendo Selects titles.",https://www.nintendo.com/nintendo-selects,Nintendo Selects 2019 - Official Site,Nintendo Selects 2019 - Official Site,(direct),1531542079
Chrome,24-bit,38.140.133.130,1.7.2,2ab32ce2-5ccd-427a-b03d-248acd480250,10.11.6,60.0.3112,1680x918,utf-8,Mac OS X,1680x1050,en-us,71c9683e-ae15-4392-a075-d3160085cd28,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details","Learn more details about The Legend of Zelda: Majora's Mask 3D for Nintendo 
3DS and take a look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/the-legend-of-zelda-majoras-mask-3d-3ds,"The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details","The Legend of Zelda: Majora's Mask 3D for Nintendo 3DS - Nintendo Game 
Details",(direct),1531543957
Chrome,24-bit,122.212.152.106,1.8.3,4a362ace-2934-4273-94a2-070879e6e4a5,10.12.6,60.0.3112,1282x819,utf-8,Mac OS X,2560x1440,ja,fc4c9bf9-1139-45cb-bb57-1cca10a487b3,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",https://www.twitter.com,1531543162
Chrome,24-bit,113.43.141.2,1.3.0,6d604396-35ab-4a2e-9216-12da3035f48e,10.11.6,60.0.3112,1875x1080,utf-8,Mac OS X,1920x1200,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,"Learn more details about YO-KAI WATCH 3 for Nintendo 3DS and take a look at 
gameplay screenshots and videos.",https://www.nintendo.com/games/detail/yo-kai-watch-3-3ds,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,YO-KAI WATCH 3 for Nintendo 3DS - Nintendo Game Details,(direct),1531712194
Chrome,24-bit,153.142.210.4,1.3.0,023946bd-a8ea-4d86-aa76-3e6b4d03b31c,10.11.4,60.0.3112,1424x813,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,https://www.google.com,1531711975
Chrome,24-bit,38.99.25.193,1.3.0,26606b53-667f-4de1-a470-7dcc3785abd1,,58.0.3029,1606x906,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531713375
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531712323
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.facebook.com,1531713234
Chrome,24-bit,71.198.106.239,1.7.2,2ab32ce2-5ccd-427a-b03d-248acd480250,10.11.6,60.0.3112,1680x918,utf-8,Mac OS X,1680x1050,en-us,71c9683e-ae15-4392-a075-d3160085cd28,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,(direct),1531713140
Chrome,24-bit,183.74.193.79,1.3.0,7a563e54-d49c-4584-a988-18e9f5651b2e,,60.0.3112,1707x788,utf-8,Windows,1280x720,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531712192
Chrome,24-bit,99.155.180.11,1.7.2,0cfb191a-7d2a-451a-9a00-8af755bab80c,,60.0.3112,1440x728,utf-8,Windows,1440x900,en-us,475a6bb5-f148-47d1-96ea-29ad52388ba7,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games/,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",(none),1531712766
Chrome,24-bit,61.120.24.104,1.3.0,52fc7852-ab89-47f4-f73c-0a74065c1b6f,,60.0.3112,1920x990,utf-8,Windows 7,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","The Super Nintendo Entertainment System�: Super NES Classic Edition has the 
original look and feel, only smaller, and pre-loaded with 21 
games�including the never-before-released Star Fox 2 game!",https://www.nintendo.com/super-nes-classic,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site",(direct),1533994371
